 91 72 158
 0.000000 -18.000000 
 -2.750000 -15.000000 
 -5.000000 -12.000000 
 -6.750000 -9.000000 
 -8.000000 -6.000000 
 -8.750000 -3.000000 
 -9.000000 0.000000 
 -8.750000 3.000000 
 -8.000000 6.000000 
 -6.750000 9.000000 
 -5.000000 12.000000 
 -2.750000 15.000000 
 0.000000 18.000000 
 1 2 15 14 
 2 3 16 15 
 3 4 17 16 
 4 5 18 17 
 5 6 19 18 
 6 7 20 19 
 7 8 21 20 
 8 9 22 21 
 9 10 23 22 
 10 11 24 23 
 11 12 25 24 
 12 13 26 25 
 14 15 28 27 
 15 16 29 28 
 16 17 30 29 
 17 18 31 30 
 18 19 32 31 
 19 20 33 32 
 20 21 34 33 
 21 22 35 34 
 22 23 36 35 
 23 24 37 36 
 24 25 38 37 
 25 26 39 38 
 27 28 41 40 
 28 29 42 41 
 29 30 43 42 
 30 31 44 43 
 31 32 45 44 
 32 33 46 45 
 33 34 47 46 
 34 35 48 47 
 35 36 49 48 
 36 37 50 49 
 37 38 51 50 
 38 39 52 51 
 40 41 54 53 
 41 42 55 54 
 42 43 56 55 
 43 44 57 56 
 44 45 58 57 
 45 46 59 58 
 46 47 60 59 
 47 48 61 60 
 48 49 62 61 
 49 50 63 62 
 50 51 64 63 
 51 52 65 64 
 53 54 67 66 
 54 55 68 67 
 55 56 69 68 
 56 57 70 69 
 57 58 71 70 
 58 59 72 71 
 59 60 73 72 
 60 61 74 73 
 61 62 75 74 
 62 63 76 75 
 63 64 77 76 
 64 65 78 77 
 66 67 80 79 
 67 68 81 80 
 68 69 82 81 
 69 70 83 82 
 70 71 84 83 
 71 72 85 84 
 72 73 86 85 
 73 74 87 86 
 74 75 88 87 
 75 76 89 88 
 76 77 90 89 
 77 78 91 90 
 1 14 1 0 2 
 1 2 12 1 0 
 14 15 1 13 0 
 2 15 2 1 0 
 2 3 11 2 0 
 15 16 2 14 0 
 3 16 3 2 0 
 3 4 10 3 0 
 16 17 3 15 0 
 4 17 4 3 0 
 4 5 9 4 0 
 17 18 4 16 0 
 5 18 5 4 0 
 5 6 5 5 1 
 18 19 5 17 0 
 6 19 6 5 0 
 6 7 6 6 1 
 19 20 6 18 0 
 7 20 7 6 0 
 7 8 7 7 1 
 20 21 7 19 0 
 8 21 8 7 0 
 8 9 8 8 1 
 21 22 8 20 0 
 9 22 9 8 0 
 22 23 9 21 0 
 10 23 10 9 0 
 23 24 10 22 0 
 11 24 11 10 0 
 24 25 11 23 0 
 12 25 12 11 0 
 25 26 12 24 0 
 26 13 12 0 2 
 14 27 13 0 2 
 27 28 13 25 0 
 15 28 14 13 0 
 28 29 14 26 0 
 16 29 15 14 0 
 29 30 15 27 0 
 17 30 16 15 0 
 30 31 16 28 0 
 18 31 17 16 0 
 31 32 17 29 0 
 19 32 18 17 0 
 32 33 18 30 0 
 20 33 19 18 0 
 33 34 19 31 0 
 21 34 20 19 0 
 34 35 20 32 0 
 22 35 21 20 0 
 35 36 21 33 0 
 23 36 22 21 0 
 36 37 22 34 0 
 24 37 23 22 0 
 37 38 23 35 0 
 25 38 24 23 0 
 38 39 24 36 0 
 39 26 24 0 2 
 27 40 25 0 2 
 40 41 25 37 0 
 28 41 26 25 0 
 41 42 26 38 0 
 29 42 27 26 0 
 42 43 27 39 0 
 30 43 28 27 0 
 43 44 28 40 0 
 31 44 29 28 0 
 44 45 29 41 0 
 32 45 30 29 0 
 45 46 30 42 0 
 33 46 31 30 0 
 46 47 31 43 0 
 34 47 32 31 0 
 47 48 32 44 0 
 35 48 33 32 0 
 48 49 33 45 0 
 36 49 34 33 0 
 49 50 34 46 0 
 37 50 35 34 0 
 50 51 35 47 0 
 38 51 36 35 0 
 51 52 36 48 0 
 52 39 36 0 2 
 40 53 37 0 2 
 53 54 37 49 0 
 41 54 38 37 0 
 54 55 38 50 0 
 42 55 39 38 0 
 55 56 39 51 0 
 43 56 40 39 0 
 56 57 40 52 0 
 44 57 41 40 0 
 57 58 41 53 0 
 45 58 42 41 0 
 58 59 42 54 0 
 46 59 43 42 0 
 59 60 43 55 0 
 47 60 44 43 0 
 60 61 44 56 0 
 48 61 45 44 0 
 61 62 45 57 0 
 49 62 46 45 0 
 62 63 46 58 0 
 50 63 47 46 0 
 63 64 47 59 0 
 51 64 48 47 0 
 64 65 48 60 0 
 65 52 48 0 2 
 53 66 49 0 2 
 66 67 49 61 0 
 54 67 50 49 0 
 67 68 50 62 0 
 55 68 51 50 0 
 68 69 51 63 0 
 56 69 52 51 0 
 69 70 52 64 0 
 57 70 53 52 0 
 70 71 53 65 0 
 58 71 54 53 0 
 71 72 54 66 0 
 59 72 55 54 0 
 72 73 55 67 0 
 60 73 56 55 0 
 73 74 56 68 0 
 61 74 57 56 0 
 74 75 57 69 0 
 62 75 58 57 0 
 75 76 58 70 0 
 63 76 59 58 0 
 76 77 59 71 0 
 64 77 60 59 0 
 77 78 60 72 0 
 78 65 60 0 2 
 66 79 61 0 2 
 79 80 61 0 2 
 67 80 62 61 0 
 80 81 62 0 2 
 68 81 63 62 0 
 81 82 63 0 2 
 69 82 64 63 0 
 82 83 64 0 2 
 70 83 65 64 0 
 83 84 65 0 2 
 71 84 66 65 0 
 84 85 66 0 2 
 72 85 67 66 0 
 85 86 67 0 2 
 73 86 68 67 0 
 86 87 68 0 2 
 74 87 69 68 0 
 87 88 69 0 2 
 75 88 70 69 0 
 88 89 70 0 2 
 76 89 71 70 0 
 89 90 71 0 2 
 77 90 72 71 0 
 90 91 72 0 2 
 91 78 72 0 2 
